Congress,Commitee,Agency,Count
113,134,International Atomic Energy Agency,2
113,134,Department of Justice,2
113,173134,Department of Homeland Security,1
113,173134,Bureau of International Narcotics and Law Enforcement Affairs,1
113,173134,Department of Defense,1
113,134,National Security Council,1
113,134,Special Inspector General for Afghanistan Reconstruction,1
113,134,Department of Commerce,1
113,134,Department of Energy,1
113,134,Inter-American Foundation,1
113,134,Arms Control and International Security,1
113,251,Federal Emergency Management Agency,2
113,251,Transportation Security Administration,2
113,251,United States Coast Guard,1
113,251,Library of Congress,2
113,251,Department of Commerce,1
113,251,General Services Administration,2
113,251,Department of Health and Human Services,2
113,138,Assistant Secretary for Land and Minerals Management,1
113,251,Department of Defense,1
113,251,Department of State,3
113,251,Department of Justice,3
113,251,Bureau of Consular Affairs,1
113,251,Secret Service,1
113,251,Federal Bureau of Investigation,2
113,251,United States Customs and Border Protection,1
113,251,Centers for Disease Control and Prevention,1
113,164,United States Fish and Wildlife Service,5
113,164,Department of the Interior,23
113,164,Bureau of Land Management,10
113,164,Department of Commerce,5
113,164,Department of Agriculture,12
113,164,Assistant Secretary for Land and Minerals Management,1
113,164,Department of State,2
113,164,Animal and Plant Health Inspection Service,1
113,164,Department of Health and Human Services,1
113,164,Bureau of Indian Affairs,3
113,164,Forest Service,2
113,138,Centers for Medicare and Medicaid Services,8
113,138164,National Park Service,1
113,164,United States Army Corps of Engineers,1
113,164,Bureau of Ocean Energy Management,1
113,164,National Oceanic and Atmospheric Administration,3
113,164,Bureau of Reclamation,1
113,138,General Services Administration,9
113,138,Department of Education,3
113,138,Department of Transportation,6
113,164,Administration for Children and Families,1
113,138,Department of Homeland Security,13
113,138,Department of Defense,10
113,138,United States Citizenship and Immigration Services,1
113,138,Department of the Treasury,3
113,138,Department of Energy,5
113,138,Department of Commerce,4
113,138,Federal Communications Commission,1
113,138,Department of Agriculture,1
113,138,Office of Personnel Management,10
113,138,Smithsonian Institution,2
113,138,National Park Service,1
113,138,National Archives and Records Administration,4
113,138,United States Postal Service,11
113,138,Transportation Security Administration,4
113,138,Department of the Interior,4
113,138,Environmental Protection Agency,14
113,138,Internal Revenue Service,13
113,138,Bureau of Consular Affairs,2
113,138,Department of Justice,8
113,138,Federal Aviation Administration,1
113,138,Veterans Benefits Administration,1
113,138,Small Business Administration,2
113,138,Social Security Administration,13
113,138,Department of Labor,2
113,138,United States Census Bureau,2
113,138,Secret Service,3
113,138,Department of Veterans Affairs,5
113,138,Office of Science and Technology,1
113,138,United States Customs and Border Protection,3
113,138,United States Immigration and Customs Enforcement,1
113,138,National Railroad Passenger Corporation,1
113,138,Office of Special Counsel,3
113,138,National Capital Planning Commission,1
113,138,United States Army Corps of Engineers,1
113,138,Federal Trade Commission,1
113,138,Food and Drug Administration,2
113,138,Peace Corps,2
113,138,Office of National Drug Control Policy,1
113,138,Defense Health Agency,1
113,138,Drug Enforcement Administration,1
113,138,United States Agency for International Development,2
113,138,Special Inspector General for Afghanistan Reconstruction,1
113,138156,Department of Homeland Security,1
113,138,Department of Housing and Urban Development,1
113,138,Chemical Safety and Hazard Investigation Board,2
113,138,Export-Import Bank of the United States,1
113,138,National Transportation Safety Board,1
113,138,Merit Systems Protection Board,1
113,182,Department of Energy,9
113,182,National Aeronautics and Space Administration,13
113,182,Federal Aviation Administration,3
113,182,Environmental Protection Agency,10
113,182,Department of the Interior,1
113,182,National Science Foundation,8
113,182,Executive Office of the President,5
113,182,National Institute of Standards and Technology,6
113,182,United States Geological Survey,2
113,182,Department of Health and Human Services,1
113,182,National Oceanic and Atmospheric Administration,2
113,182,National Institutes of Health,2
113,182,Library of Congress,1
113,182,Smithsonian Institution,2
113,182,Federal Bureau of Investigation,1
113,182,Department of Commerce,1
113,182,Federal Communications Commission,1
113,182,Department of Transportation,3
113,182,Federal Emergency Management Agency,1
113,182,Office of Science and Technology,1
113,182,Defense Contract Audit Agency,1
113,184,Small Business Administration,16
113,184,Department of Agriculture,3
113,184,Securities and Exchange Commission,2
113,184,General Services Administration,1
113,173,Pipeline and Hazardous Materials Safety Administration,3
113,184,Internal Revenue Service,1
113,184,Office of Management and Budget,1
113,184,United States Army Corps of Engineers,1
113,184,Department of Transportation,1
113,184,Federal Reserve,2
113,184,Department of Commerce,2
113,184,Office of the United States Trade Representative,1
113,173,Nuclear Regulatory Commission,1
113,184,Federal Aviation Administration,1
113,184,Federal Trade Commission,1
113,184,Department of Defense,1
113,184,National Institutes of Health,1
113,184,Environmental Protection Agency,1
113,184,Federal Communications Commission,1
113,184,Centers for Medicare and Medicaid Services,1
113,173,Federal Bureau of Investigation,1
113,173,Federal Motor Carrier Safety Administration,2
113,173,National Science Foundation,1
113,192,Department of Veterans Affairs,88
113,192,Department of Defense,9
113,156,Department of Commerce,2
113,192,American Battle Monuments Commission,2
113,192,Department of the Treasury,1
113,192,Department of Labor,4
113,192,Department of Education,1
113,196,Social Security Administration,10
113,192,General Services Administration,1
113,192,Small Business Administration,1
113,192,Defense Health Agency,2
113,192,Veterans Health Administration,5
113,196,Department of the Treasury,3
113,196,Department of Health and Human Services,6
113,192,Office of Special Counsel,1
113,192,National Archives and Records Administration,1
113,192,Department of the Army,2
113,192,Department of Housing and Urban Development,1
113,196,Bureau of Labor Statistics,1
113,196,Internal Revenue Service,8
113,196,Centers for Medicare and Medicaid Services,3
113,196,Federal Reserve,1
113,196,Office of the United States Trade Representative,3
113,196,Office of Management and Budget,1
113,196,Administration for Children and Families,1
113,115,Office of Management and Budget,1
113,115,Department of the Treasury,1
113,156,United States Citizenship and Immigration Services,3
113,156,Department of Justice,17
113,156,United States Immigration and Customs Enforcement,2
113,156,United States International Trade Commission,2
113,156,United States Patent and Trademark Office,1
113,156,Federal Bureau of Investigation,4
113,156,Bureau of Prisons,1
113,156,Department of Homeland Security,3
113,156,Federal Trade Commission,2
113,156,Federal Reserve,1
113,156,Privacy and Civil Liberties Oversight Board,1
113,156,Library of Congress,1
113,156,General Services Administration,1
113,156,Federal Communications Commission,1
113,156,United States Sentencing Commission,1
113,156,Drug Enforcement Administration,1
113,156,Secret Service,1
111,128,Centers for Disease Control and Prevention,12
111,128,Department of Health and Human Services,22
110,173,Department of Transportation,63
110,173,Department of Homeland Security,14
111,128,National Transportation Safety Board,2
111,128,Pipeline and Hazardous Materials Safety Administration,1
111,128,Federal Trade Commission,15
111,128,Department of Commerce,8
111,128,National Institutes of Health,6
111,113,Department of Housing and Urban Development,32
111,113,Federal Deposit Insurance Corporation,13
111,113,Securities and Exchange Commission,28
111,113,Federal Reserve,37
111,113,Office of Thrift Supervision,11
111,113,Office of the Comptroller of the Currency,11
111,113,Federal Housing Finance Agency,7
111,113,National Credit Union Administration,2
111,113,Department of Justice,1
111,113,Federal Bureau of Investigation,1
111,113,Department of the Treasury,23
111,113,Federal Trade Commission,2
110,173,Federal Highway Administration,5
111,113,Department of Homeland Security,2
111,113,Department of Agriculture,2
110,173,General Services Administration,11
111,113,Department of Labor,1
110,173,National Highway Traffic Safety Administration,1
110,173,United States Coast Guard,27
111,113,Securities Investor Protection Corporation,2
111,113184,Federal Reserve,1
111,113184,Small Business Administration,1
111,113184,Federal Deposit Insurance Corporation,1
111,113184,Office of Thrift Supervision,1
111,113184,Office of the Comptroller of the Currency,1
111,113184,Department of the Treasury,1
111,113,Department of Veterans Affairs,1
111,113,Financial Crimes Enforcement Network,1
110,173,National Transportation Safety Board,14
110,173,Federal Motor Carrier Safety Administration,3
111,134,Bureau of International Narcotics and Law Enforcement Affairs,1
111,134,Department of State,58
111,113,Export-Import Bank of the United States,2
111,134,United States International Trade Commission,1
111,134,International Monetary Fund,1
111,134,Council of Economic Advisors,1
111,134,United States Agency for International Development,12
110,173,Environmental Protection Agency,24
111,134,United States Coast Guard,1
