Date,Agency,JK Code,UA Code,Parent UA Code,Number of utterances made by the agencies per month
"=""01-2001""",U.S. Coast Guard,177,2115,2100,0
"=""01-2001""",U.S. Information Agency,229,3116,3116,0
"=""01-2001""",United States Agency for International Development,7,412,412,0
"=""01-2001""",United States International Trade Commission,230,3117,3117,0
"=""01-2001""",United States Postal Service,255,3210,3210,0
"=""01-2002""",Broadcasting Board of Governors,228,3112,3112,0
"=""01-2002""",Commission on Civil Rights,208,3035,3035,0
"=""01-2002""",Commodities Futures Trading Commission,210,3038,3038,0
"=""01-2002""",Consumer Product Safety Commission,211,3041,3041,0
"=""01-2002""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""01-2002""",Department of Agriculture,11,500,500,0
"=""01-2002""",Department of Commerce,33,600,600,0
"=""01-2002""",Department of Defense,45,700,700,20
"=""01-2002""",Department of Education,140,1800,1800,0
"=""01-2002""",Department of Energy,154,1900,1900,0
"=""01-2002""",Department of Health and Human Services,53,900,900,0
"=""01-2002""",Department of Homeland Security,127,1600,1600,0
"=""01-2002""",Department of Housing and Urban Development,191,2500,2500,0
"=""01-2002""",Department of Justice,88,1100,1100,10
"=""01-2002""",Department of Labor,98,1200,1200,0
"=""01-2002""",Department of State,113,1400,1400,0
"=""01-2002""",Department of the Air Force,46,701,700,0
"=""01-2002""",Department of the Army,47,702,700,0
"=""01-2002""",Department of the Interior,72,1000,1000,0
"=""01-2002""",Department of the Navy,48,703,700,0
"=""01-2002""",Department of the Treasury,114,1500,1500,20
"=""01-2002""",Department of Transportation,176,2100,2100,8
"=""01-2002""",Department of Veterans Affairs,200,2900,2900,2
"=""01-2002""",Environmental Protection Agency,164,2000,2000,13
"=""01-2002""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""01-2002""",Export-Import Bank of the United States,214,3048,3048,0
"=""01-2002""",Farm Credit Administration,215,3052,3052,0
"=""01-2002""",Federal Communications Commission,217,3060,3060,0
"=""01-2002""",Federal Deposit Insurance Corporation,218,3064,3064,0
"=""01-2002""",Federal Emergency Management Agency,139,1660,1600,0
"=""01-2002""",Federal Housing Finance Agency,198,2590,2590,0
"=""01-2002""",Federal Housing Finance Agency,219,3069,3069,0
"=""01-2002""",Federal Labor Relations Authority,220,3070,3070,0
"=""01-2002""",Federal Maritime Commission,221,3072,3072,0
"=""01-2002""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""01-2002""",Federal Reserve ,276,7100,7100,5
"=""01-2002""",Federal Trade Commission,224,3084,3084,0
"=""01-2002""",General Services Administration,225,3090,3090,0
"=""01-2002""",Inter-American Foundation,8,417,417,0
"=""01-2002""",Interstate Commerce Commission,231,3120,3120,0
"=""01-2002""",Merit Systems Protection Board,233,3124,3124,0
"=""01-2002""",National Aeronautics and Space Administration,199,2700,2700,0
"=""01-2002""",National Archives and Records Administration,226,3095,3095,0
"=""01-2002""",National Council on Disability,273,3480,3480,0
"=""01-2002""",National Credit Union Administration,235,3133,3133,0
"=""01-2002""",National Labor Relations Board,242,3142,3142,0
"=""01-2002""",National Mediation Board,240,3140,3140,0
"=""01-2002""",National Science Foundation,243,3145,3145,0
"=""01-2002""",National Transportation Safety Board,244,3147,3147,0
"=""01-2002""",Nuclear Regulatory Commission,245,3150,3150,16
"=""01-2002""",Office of Management and Budget,3,348,300,0
"=""01-2002""",Office of Personnel Management,251,3206,3206,6
"=""01-2002""",Panama Canal Commission,252,3207,3207,0
"=""01-2002""",Peace Corps,9,420,420,0
"=""01-2002""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""01-2002""",Postal Regulatory Commission,256,3211,3211,0
"=""01-2002""",Railroad Retirement Board,259,3220,3220,0
"=""01-2002""",Securities and Exchange Commission,261,3235,3235,44
"=""01-2002""",Selective Service System,262,3240,3240,0
"=""01-2002""",Small Business Administration,263,3245,3245,0
"=""01-2002""",Smithsonian Institution,264,3250,3250,0
"=""01-2002""",Social Security Administration,71,960,960,0
"=""01-2002""",Tennessee Valley Authority,267,3316,3316,0
"=""01-2002""",U.S. Coast Guard,131,1625,1600,0
"=""01-2002""",U.S. Coast Guard,177,2115,2100,0
"=""01-2002""",U.S. Information Agency,229,3116,3116,0
"=""01-2002""",United States Agency for International Development,7,412,412,0
"=""01-2002""",United States International Trade Commission,230,3117,3117,0
"=""01-2002""",United States Postal Service,255,3210,3210,0
"=""01-2003""",Broadcasting Board of Governors,228,3112,3112,0
"=""01-2003""",Commission on Civil Rights,208,3035,3035,0
"=""01-2003""",Commodities Futures Trading Commission,210,3038,3038,0
"=""01-2003""",Consumer Product Safety Commission,211,3041,3041,0
"=""01-2003""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""01-2003""",Department of Agriculture,11,500,500,0
"=""01-2003""",Department of Commerce,33,600,600,55
"=""01-2003""",Department of Defense,45,700,700,0
"=""01-2003""",Department of Education,140,1800,1800,0
"=""01-2003""",Department of Energy,154,1900,1900,0
"=""01-2003""",Department of Health and Human Services,53,900,900,0
"=""01-2003""",Department of Homeland Security,127,1600,1600,38
"=""01-2003""",Department of Housing and Urban Development,191,2500,2500,0
"=""01-2003""",Department of Justice,88,1100,1100,0
"=""01-2003""",Department of Labor,98,1200,1200,0
"=""01-2003""",Department of State,113,1400,1400,75
"=""01-2003""",Department of the Air Force,46,701,700,0
"=""01-2003""",Department of the Army,47,702,700,0
"=""01-2003""",Department of the Interior,72,1000,1000,0
"=""01-2003""",Department of the Navy,48,703,700,0
"=""01-2003""",Department of the Treasury,114,1500,1500,0
"=""01-2003""",Department of Transportation,176,2100,2100,41
"=""01-2003""",Department of Veterans Affairs,200,2900,2900,0
"=""01-2003""",Environmental Protection Agency,164,2000,2000,2
"=""01-2003""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""01-2003""",Export-Import Bank of the United States,214,3048,3048,0
"=""01-2003""",Farm Credit Administration,215,3052,3052,0
"=""01-2003""",Federal Communications Commission,217,3060,3060,79
"=""01-2003""",Federal Deposit Insurance Corporation,218,3064,3064,0
"=""01-2003""",Federal Emergency Management Agency,139,1660,1600,0
"=""01-2003""",Federal Housing Finance Agency,198,2590,2590,0
"=""01-2003""",Federal Housing Finance Agency,219,3069,3069,0
"=""01-2003""",Federal Labor Relations Authority,220,3070,3070,0
"=""01-2003""",Federal Maritime Commission,221,3072,3072,0
"=""01-2003""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""01-2003""",Federal Reserve ,276,7100,7100,0
"=""01-2003""",Federal Trade Commission,224,3084,3084,57
"=""01-2003""",General Services Administration,225,3090,3090,0
"=""01-2003""",Inter-American Foundation,8,417,417,0
"=""01-2003""",Interstate Commerce Commission,231,3120,3120,0
"=""01-2003""",Merit Systems Protection Board,233,3124,3124,0
"=""01-2003""",National Aeronautics and Space Administration,199,2700,2700,0
"=""01-2003""",National Archives and Records Administration,226,3095,3095,0
"=""01-2003""",National Council on Disability,273,3480,3480,0
"=""01-2003""",National Credit Union Administration,235,3133,3133,0
"=""01-2003""",National Labor Relations Board,242,3142,3142,0
"=""01-2003""",National Mediation Board,240,3140,3140,0
"=""01-2003""",National Science Foundation,243,3145,3145,0
"=""01-2003""",National Transportation Safety Board,244,3147,3147,0
"=""01-2003""",Nuclear Regulatory Commission,245,3150,3150,0
"=""01-2003""",Office of Management and Budget,3,348,300,0
"=""01-2003""",Office of Personnel Management,251,3206,3206,0
"=""01-2003""",Panama Canal Commission,252,3207,3207,0
"=""01-2003""",Peace Corps,9,420,420,0
"=""01-2003""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""01-2003""",Postal Regulatory Commission,256,3211,3211,0
"=""01-2003""",Railroad Retirement Board,259,3220,3220,0
"=""01-2003""",Securities and Exchange Commission,261,3235,3235,0
"=""01-2003""",Selective Service System,262,3240,3240,0
"=""01-2003""",Small Business Administration,263,3245,3245,0
"=""01-2003""",Smithsonian Institution,264,3250,3250,0
"=""01-2003""",Social Security Administration,71,960,960,0
"=""01-2003""",Tennessee Valley Authority,267,3316,3316,0
"=""01-2003""",U.S. Coast Guard,131,1625,1600,0
"=""01-2003""",U.S. Coast Guard,177,2115,2100,0
"=""01-2003""",U.S. Information Agency,229,3116,3116,0
"=""01-2003""",United States Agency for International Development,7,412,412,0
"=""01-2003""",United States International Trade Commission,230,3117,3117,0
"=""01-2003""",United States Postal Service,255,3210,3210,0
"=""01-2004""",Broadcasting Board of Governors,228,3112,3112,0
"=""01-2004""",Commission on Civil Rights,208,3035,3035,0
"=""01-2004""",Commodities Futures Trading Commission,210,3038,3038,0
"=""01-2004""",Consumer Product Safety Commission,211,3041,3041,0
"=""01-2004""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""01-2004""",Department of Agriculture,11,500,500,84
"=""01-2004""",Department of Commerce,33,600,600,0
"=""01-2004""",Department of Defense,45,700,700,0
"=""01-2004""",Department of Education,140,1800,1800,6
"=""01-2004""",Department of Energy,154,1900,1900,0
"=""01-2004""",Department of Health and Human Services,53,900,900,90
"=""01-2004""",Department of Homeland Security,127,1600,1600,49
"=""01-2004""",Department of Housing and Urban Development,191,2500,2500,0
"=""01-2004""",Department of Justice,88,1100,1100,0
"=""01-2004""",Department of Labor,98,1200,1200,34
"=""01-2004""",Department of State,113,1400,1400,26
"=""01-2004""",Department of the Air Force,46,701,700,0
"=""01-2004""",Department of the Army,47,702,700,0
"=""01-2004""",Department of the Interior,72,1000,1000,0
"=""01-2004""",Department of the Navy,48,703,700,0
"=""01-2004""",Department of the Treasury,114,1500,1500,9
"=""01-2004""",Department of Transportation,176,2100,2100,0
"=""01-2004""",Department of Veterans Affairs,200,2900,2900,0
"=""01-2004""",Environmental Protection Agency,164,2000,2000,0
"=""01-2004""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""01-2004""",Export-Import Bank of the United States,214,3048,3048,0
"=""01-2004""",Farm Credit Administration,215,3052,3052,0
"=""01-2004""",Federal Communications Commission,217,3060,3060,31
"=""01-2004""",Federal Deposit Insurance Corporation,218,3064,3064,0
"=""01-2004""",Federal Emergency Management Agency,139,1660,1600,0
"=""01-2004""",Federal Housing Finance Agency,198,2590,2590,0
"=""01-2004""",Federal Housing Finance Agency,219,3069,3069,0
"=""01-2004""",Federal Labor Relations Authority,220,3070,3070,0
"=""01-2004""",Federal Maritime Commission,221,3072,3072,0
"=""01-2004""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""01-2004""",Federal Reserve ,276,7100,7100,0
"=""01-2004""",Federal Trade Commission,224,3084,3084,0
"=""01-2004""",General Services Administration,225,3090,3090,0
"=""01-2004""",Inter-American Foundation,8,417,417,0
"=""01-2004""",Interstate Commerce Commission,231,3120,3120,0
"=""01-2004""",Merit Systems Protection Board,233,3124,3124,0
"=""01-2004""",National Aeronautics and Space Administration,199,2700,2700,66
"=""01-2004""",National Archives and Records Administration,226,3095,3095,0
"=""01-2004""",National Council on Disability,273,3480,3480,0
"=""01-2004""",National Credit Union Administration,235,3133,3133,0
"=""01-2004""",National Labor Relations Board,242,3142,3142,0
"=""01-2004""",National Mediation Board,240,3140,3140,0
"=""01-2004""",National Science Foundation,243,3145,3145,0
"=""01-2004""",National Transportation Safety Board,244,3147,3147,0
"=""01-2004""",Nuclear Regulatory Commission,245,3150,3150,0
"=""01-2004""",Office of Management and Budget,3,348,300,14
"=""01-2004""",Office of Personnel Management,251,3206,3206,0
"=""01-2004""",Panama Canal Commission,252,3207,3207,0
"=""01-2004""",Peace Corps,9,420,420,0
"=""01-2004""",Pension Benefit Guaranty Corporation,112,1212,1212,0
"=""01-2004""",Postal Regulatory Commission,256,3211,3211,0
"=""01-2004""",Railroad Retirement Board,259,3220,3220,0
"=""01-2004""",Securities and Exchange Commission,261,3235,3235,0
"=""01-2004""",Selective Service System,262,3240,3240,0
"=""01-2004""",Small Business Administration,263,3245,3245,16
"=""01-2004""",Smithsonian Institution,264,3250,3250,0
"=""01-2004""",Social Security Administration,71,960,960,0
"=""01-2004""",Tennessee Valley Authority,267,3316,3316,0
"=""01-2004""",U.S. Coast Guard,131,1625,1600,0
"=""01-2004""",U.S. Coast Guard,177,2115,2100,0
"=""01-2004""",U.S. Information Agency,229,3116,3116,0
"=""01-2004""",United States Agency for International Development,7,412,412,0
"=""01-2004""",United States International Trade Commission,230,3117,3117,0
"=""01-2004""",United States Postal Service,255,3210,3210,23
"=""01-2005""",Broadcasting Board of Governors,228,3112,3112,0
"=""01-2005""",Commission on Civil Rights,208,3035,3035,0
"=""01-2005""",Commodities Futures Trading Commission,210,3038,3038,0
"=""01-2005""",Consumer Product Safety Commission,211,3041,3041,0
"=""01-2005""",Court Services and Offender Supervision Agency,260,3225,3225,0
"=""01-2005""",Department of Agriculture,11,500,500,0
"=""01-2005""",Department of Commerce,33,600,600,5
"=""01-2005""",Department of Defense,45,700,700,0
"=""01-2005""",Department of Education,140,1800,1800,0
"=""01-2005""",Department of Energy,154,1900,1900,0
"=""01-2005""",Department of Health and Human Services,53,900,900,0
"=""01-2005""",Department of Homeland Security,127,1600,1600,8
"=""01-2005""",Department of Housing and Urban Development,191,2500,2500,0
"=""01-2005""",Department of Justice,88,1100,1100,0
"=""01-2005""",Department of Labor,98,1200,1200,0
"=""01-2005""",Department of State,113,1400,1400,0
"=""01-2005""",Department of the Air Force,46,701,700,0
"=""01-2005""",Department of the Army,47,702,700,0
"=""01-2005""",Department of the Interior,72,1000,1000,0
"=""01-2005""",Department of the Navy,48,703,700,0
"=""01-2005""",Department of the Treasury,114,1500,1500,0
"=""01-2005""",Department of Transportation,176,2100,2100,0
"=""01-2005""",Department of Veterans Affairs,200,2900,2900,0
"=""01-2005""",Environmental Protection Agency,164,2000,2000,0
"=""01-2005""",Equal Employment Opportunity Commission,213,3046,3046,0
"=""01-2005""",Export-Import Bank of the United States,214,3048,3048,0
"=""01-2005""",Farm Credit Administration,215,3052,3052,0
"=""01-2005""",Federal Communications Commission,217,3060,3060,0
"=""01-2005""",Federal Deposit Insurance Corporation,218,3064,3064,0
"=""01-2005""",Federal Emergency Management Agency,139,1660,1600,0
"=""01-2005""",Federal Housing Finance Agency,198,2590,2590,0
"=""01-2005""",Federal Housing Finance Agency,219,3069,3069,0
"=""01-2005""",Federal Labor Relations Authority,220,3070,3070,0
"=""01-2005""",Federal Maritime Commission,221,3072,3072,0
"=""01-2005""",Federal Mediation and Conciliation Service,222,3076,3076,0
"=""01-2005""",Federal Reserve ,276,7100,7100,0
"=""01-2005""",Federal Trade Commission,224,3084,3084,0
"=""01-2005""",General Services Administration,225,3090,3090,0
"=""01-2005""",Inter-American Foundation,8,417,417,0
"=""01-2005""",Interstate Commerce Commission,231,3120,3120,0
"=""01-2005""",Merit Systems Protection Board,233,3124,3124,0
"=""01-2005""",National Aeronautics and Space Administration,199,2700,2700,0
"=""01-2005""",National Archives and Records Administration,226,3095,3095,0
"=""01-2005""",National Council on Disability,273,3480,3480,0
"=""01-2005""",National Credit Union Administration,235,3133,3133,0
"=""01-2005""",National Labor Relations Board,242,3142,3142,0
"=""01-2005""",National Mediation Board,240,3140,3140,0
"=""01-2005""",National Science Foundation,243,3145,3145,0
"=""01-2005""",National Transportation Safety Board,244,3147,3147,0
