Keyword(s) for oversight,Agency witness,Witness name,Witness agency,Oversight,Agency witness serving as expert,,Category,Senate.Hearing.Number,Congress,title,Collection,filename,Held.Date,Congress.Chamber,Hearing.Sub.Type,ILS.System.ID,SuDoc.Class.Number
,,,,,,14193,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - TRANSFORMING THE DEFENSE DEPARTMENT: EXPLORING THE MERITS OF THE PROPOSED NATIONAL SECURITY PERSONNEL SYSTEM",Congressional Hearings,CHRG-108hhrg88735,29-Apr-03,House of Representatives,General,NA,Y 4.G 74/7
,,,,,,15477,Congressional Committee Materials,S. Hrg. 108-1021,108th,S. HRG. 108-1021 - TELECOMMUNICATIONS POLICY REVIEW: A VIEW FROM INDUSTRY,Congressional Hearings,CHRG-108shrg21481,12-May-04,Senate,General,NA,Y 4.C 73/7
,,,,,,7850,Congressional Committee Materials,S. Hrg. 111-73,111th,S. HRG. 111-73 - THE IMPACT OF ECONOMIC RECOVERY EFFORTS ON CORPORATE AND COMMERCIAL REAL ESTATE LENDING,Congressional Hearings,CHRG-111shrg51603,28-May-09,Senate,General,NA,NA
,,,,,,13749,Congressional Committee Materials,S. Hrg. 109-758,109th,S. HRG. 109-758 - VERTICALLY INTEGRATED SPORTS PROGRAMMING: ARE CABLE COMPANIES EXCLUDING COMPETITION?,Congressional Hearings,CHRG-109shrg32153,7-Dec-06,Senate,General,NA,Y 4.J 89/2
,,,,,,14863,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - IMPROVED MONITORING OF VULNERABLE CHILDREN",Congressional Hearings,CHRG-108hhrg92985,19-Nov-03,House of Representatives,General,NA,Y 4.W 36
,,,,,,8125,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - [H.A.S.C. NO. 110-59] PROCUREMENT OF NAVY BOAT BARRIERS",Congressional Hearings,CHRG-110hhrg37534,6-Jun-07,House of Representatives,General,NA,Y 4.AR 5/2
,,,,,,6896,Congressional Committee Materials,S. Hrg. 111-23,111th,"S. HRG. 111-23 - PONEMAN, SANDALOW, SUH, AND CONNOR NOMINATIONS",Congressional Hearings,CHRG-111shrg49779,5-May-09,Senate,Nomination,NA,Y 4.EN 2
,,,,,,8751,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - RELEASE AND REVIEW OF THE SUBCOMMITTEE REPORT: ""THE DECLINE IN AMERICA'S REPUTATION: WHY?""",Congressional Hearings,CHRG-110hhrg42904,11-Jun-08,House of Representatives,Markup,NA,NA
,,,,,,9398,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - TOXIC TRAILERS: HAVE THE CENTERS FOR DISEASE CONTROL FAILED TO PROTECT PUBLIC HEALTH?",Congressional Hearings,CHRG-110hhrg40941,1-Apr-08,House of Representatives,General,NA,Y 4.SCI 2
,,,,,,12584,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - THE FASTER AND SMARTER FUNDING FOR FIRST RESPONDERS ACT OF 2004",Congressional Hearings,CHRG-108hhrg93974,11-May-04,House of Representatives,General,NA,Y 4.C 73/8
,,,,,,8468,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - PERSPECTIVES ON NATURAL DISASTER INSURANCE",Congressional Hearings,CHRG-110hhrg35411,27-Mar-07,House of Representatives,General,NA,Y 4.F 49/20
,,,,,,7310,Congressional Committee Materials,S. Hrg. 111-933,111th,S. HRG. 111-933 - NOMINATIONS,Congressional Hearings,CHRG-111shrg65252,7-Jul-09,Senate,Nomination,817789,Y 4.F 76/2:S.HRG.111-933
,,,,,,24400,Congressional Committee Materials,S. Hrg. 112-107,112th,S. HRG. 112-107 - SMALL NUCLEAR REACTORS AND ALTERNATIVE FUELS,Congressional Hearings,CHRG-112shrg68432,7-Jun-11,Senate,General,851081,Y 4.EN 2:S.HRG.112-107
,,,,,,8824,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - BUILDING A PARTNERSHIP STRATEGY: IMPROVING INFORMATION SHARING WITH STATE AND LOCAL LAW ENFORCEMENT AND THE PRIVATE SECTOR",Congressional Hearings,CHRG-110hhrg48917,25-May-07,House of Representatives,General,NA,Y 4.H 75
,,,,,,13744,Congressional Committee Materials,S. Hrg. 109-748,109th,S. HRG. 109-748 - ERRATA CHALLENGES FACING TODAY'S FEDERAL PROSECUTORS,Congressional Hearings,CHRG-109shrg37276,13-Sep-06,Senate,General,NA,Y 4.J 89/2
,,,,,,8591,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - BRIEFING ON IRAQ AND HEARING ON THE INTERNATIONAL RELATIONS BUDGET FOR FISCAL YEAR 2008",Congressional Hearings,CHRG-110hhrg32236,"January 11, 2007February 7, 2007",House of Representatives,General,NA,NA
,,,,,,10616,Congressional Committee Materials,S. Hrg. 110-1101,110th,S. HRG. 110-1101 - EXAMINING GLOBAL WARMING ISSUES IN THE POWER PLANT SECTOR,Congressional Hearings,CHRG-110shrg61973,28-Jun-07,Senate,General,865901,Y 4.P 96/10: S.HRG.110-1101
,,,,,,5996,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - PROGRESS REPORT ON WATER RESOURCES INFRASTRUCTURE INVESTMENT",Congressional Hearings,CHRG-111hhrg53286,4-Nov-09,House of Representatives,General,720023,Y 4.T 68/2:111-75
,,,,,,8701,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - OVERSIGHT OF THE RURAL HOUSING SERVICE AND ITS FISCAL YEAR 2006 BUDGET",Congressional Hearings,CHRG-109hhrg23735,10-Mar-05,House of Representatives,General,NA,Y 4.F 49/20
,,,,,,12961,Congressional Committee Materials,S. Hrg. 109-1082,109th,S. HRG. 109-1082 - COMBATING CHILD PORNOGRAPHY BY ELIMINATING PORNOGRAPHERS' ACCESS TO THE FINANCIAL PAYMENT SYSTEM,Congressional Hearings,CHRG-109shrg50304,19-Sep-06,Senate,General,NA,Y 4.B 22/3
,,,,,,8180,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - [H.A.S.C. NO. 110-133] FISCAL YEAR 2009 NATIONAL DEFENSE AUTHORIZATION ACT--BUDGET REQUEST FROM THE U.S. PACIFIC COMMAND AND U.S. FORCES KOREA",Congressional Hearings,CHRG-110hhrg45824,12-Mar-08,House of Representatives,Authorization,711713,Y 4.AR 5/2 A:2007-2008/133
,,,,,,8936,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - MARKUP OF H.R. 811; CONSIDERATION OF FOUR ELECTION CONTESTS; AND CONSIDERATION OF A COMMITTEE FRANKING ALLOCATION RESOLUTION",Congressional Hearings,CHRG-110hhrg36562,8-May-07,House of Representatives,Markup,NA,Y 4.H 81/3
,,,,,,15953,Congressional Committee Materials,S. Hrg. 108-298,108th,S. HRG. 108-298 - COBELL VERSUS NORTON LAWSUIT,Congressional Hearings,CHRG-108shrg89057,30-Jul-03,Senate,General,NA,Y 4.IN 2/11
,,,,,,13388,Congressional Committee Materials,S. Hrg. 109-934,109th,S. HRG. 109-934 - A NEW INITIATIVE TO COMBAT CHILD HUNGER,Congressional Hearings,CHRG-109shrg36451,26-Sep-06,Senate,General,NA,Y 4.F 76/2
,,,,,,14086,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - H.R. 2575--THE SECONDARY MORTGAGE MARKET ENTERPRISES REGULATORY IMPROVEMENT ACT",Congressional Hearings,CHRG-108hhrg92628,25-Sep-03,House of Representatives,General,NA,Y 4.F 49/20
,,,,,,13471,Congressional Committee Materials,S. Hrg. 109-43,109th,S. HRG. 109-43 - THE UNITED NATIONS' MANAGEMENT AND OVERSIGHT OF THE OIL-FOR-FOOD PROGRAM,Congressional Hearings,CHRG-109shrg20172,15-Feb-05,Senate,General,NA,Y 4.G 74/9
,,,,,,15583,Congressional Committee Materials,S. Hrg. 108-618,108th,S. HRG. 108-618 - MISCELLANEOUS WATER BILLS,Congressional Hearings,CHRG-108shrg96084,19-May-04,Senate,General,NA,Y 4.EN 2
,,,,,,25086,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2011",Congressional Hearings,CHRG-111hhrg55525,1-Jan-09,House of Representatives,Appropriation,NA,Y 4.AP 6/1
,,,,,,22929,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - WMD TERRORISM: ASSESSING THE CONTINUED HOMELAND THREAT",Congressional Hearings,CHRG-112hhrg81131,15-Nov-12,House of Representatives,General,908898,Y 4.H 75:112-122
,,,,,,6571,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - ECPA REFORM AND THE REVOLUTION IN LOCATION BASED TECHNOLOGIES AND SERVICES",Congressional Hearings,CHRG-111hhrg57082,24-Jun-10,House of Representatives,General,758538,Y 4.J 89/1:111-109
,,,,,,14271,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - COMBATING TERRORISM: ASSESSING FEDERAL ASSISTANCE TO FIRST RESPONDERS",Congressional Hearings,CHRG-108hhrg92125,15-Sep-03,House of Representatives,General,NA,Y 4.G 74/7
,,,,,,21989,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2012",Congressional Hearings,CHRG-112hhrg66679,31-Mar-11,House of Representatives,Appropriation,854293,Y 4.AP 6/1:AG 8/2012/
,,,,,,9991,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - FROM THE DEPARTMENT OF JUSTICE TO GUANTANAMO BAY: ADMINISTRATION LAWYERS AND ADMINISTRATION INTERROGATION RULES (PART II)",Congressional Hearings,CHRG-110hhrg42972,18-Jun-08,House of Representatives,General,NA,Y 4.J 89/1
,,,,,,15807,Congressional Committee Materials,S. Hrg. 108-215,108th,S. HRG. 108-215 - OVERSIGHT OF GOVERNMENT-SPONSORED ENTERPRISES: THE RISKS AND BENEFITS OF GSES TO CONSUMERS,Congressional Hearings,CHRG-108shrg88935,21-Jul-03,Senate,General,NA,Y 4.G 74/9
,,,,,,23058,Congressional Committee Materials,S. Hrg. 111,111th,"S. HRG. 111 - COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR FISCAL YEAR 2011",Congressional Hearings,CHRG-111shrg99104430,6-May-10,Senate,Appropriation,NA,Y 4.AP 6/2
,,,,,,24628,Congressional Committee Materials,S. Hrg. 112-49,112th,S. HRG. 112-49 - EXAMINATION OF PUBLIC RELATIONS CONTRACTS AT THE GENERAL SERVICES ADMINISTRATION'S HEARTLAND REGION,Congressional Hearings,CHRG-112shrg66624,1-Mar-11,Senate,General,835752,Y 4.G 74/9:S.HRG.112-49
,,,,,,10710,Congressional Committee Materials,S. Hrg. 110-305,110th,S. HRG. 110-305 - TREATIES,Congressional Hearings,CHRG-110shrg41103,17-Jul-07,Senate,General,NA,Y 4.F 76/2
,,,,,,12462,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - THE RETIREMENT POLICY CHALLENGES AND OPPORTUNITIES OF OUR AGING SOCIETY",Congressional Hearings,CHRG-109hhrg26385,19-May-05,House of Representatives,General,NA,Y 4.W 36
,,,,,,10955,Congressional Committee Materials,S. Hrg. 110-694,110th,S. HRG. 110-694 - FOCUS ON FUSION CENTERS: A PROGRESS REPORT,Congressional Hearings,CHRG-110shrg42748,17-Apr-08,Senate,General,NA,Y 4.G 74/9
,,,,,,25401,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - RESEARCH AND BEST PRACTICES ON SUCCESSFUL SCHOOL TURNAROUND",Congressional Hearings,CHRG-111hhrg56353,19-May-10,House of Representatives,General,768282,Y 4.ED 8/1:111-63
,,,,,,13706,Congressional Committee Materials,S. Hrg. 109-458,109th,S. HRG. 109-458 - AN INTRODUCTION TO THE EXPIRING PROVISIONS OF THE VOTING RIGHTS ACT AND LEGAL ISSUES RELATING TO REAUTHORIZATION,Congressional Hearings,CHRG-109shrg28213,9-May-06,Senate,Authorization,NA,Y 4.J 89/2
,,,,,,7018,Congressional Committee Materials,S. Hrg. 111-1014,111th,S. HRG. 111-1014 - ENSURING THE SAFETY OF OUR NATION'S PIPELINES,Congressional Hearings,CHRG-111shrg67270,24-Jun-10,Senate,General,829755,Y 4.C 73/7:S.HRG.111-1014
,,,,,,21965,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2012",Congressional Hearings,CHRG-112hhrg66893,"March 2, 2011March 9, 2011March 10, 2011",House of Representatives,Appropriation,854265,Y 4.AP 6/1:H 75/2012/
,,,,,,9070,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - H.R. 1255, THE PRESIDENTIAL RECORDS ACT OF 1978: A REVIEW OF EXECUTIVE BRANCH IMPLEMENTATION AND COMPLIANCE",Congressional Hearings,CHRG-110hhrg34911,1-Mar-07,House of Representatives,General,NA,Y 4.G 74/7
,,,,,,24823,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - [H.A.S.C. NO. 110-7] IMPLICATIONS OF IRAQ POLICY ON TOTAL FORCE READINESS",Congressional Hearings,CHRG-110hhrg37307,23-Jan-07,House of Representatives,General,NA,NA
,,,,,,16101,Congressional Committee Materials,S. Hrg. 108-913,108th,"S. HRG. 108-913 - VISA ISSUANCE, INFORMATION-SHARING AND ENFORCEMENT IN A POST-9/11 ENVIRONMENT: ARE WE READY YET?",Congressional Hearings,CHRG-108shrg91967,"July 15, 2003September 23, 2003September 30, 2003",Senate,General,NA,Y 4.J 89/2
,,,,,,24196,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - STRENGTHENING AMERICA'S COMPETITIVENESS THROUGH COMMON ACADEMIC STANDARDS",Congressional Hearings,CHRG-111hhrg48732,29-Apr-09,House of Representatives,General,NA,Y 4.ED 8/1
,,,,,,14426,Congressional Committee Materials,S. Hrg. 108,108th,S. HRG. 108 - MILITARY CONSTRUCTION APPROPRIATIONS FOR FISCAL YEAR 2004,Congressional Hearings,CHRG-108shrg1910423,29-Apr-03,Senate,Appropriation,NA,Y 4.AP 6/2
,,,,,,11531,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - REVIEWING THE STATE DEPARTMENT'S ANNUAL REPORT ON TERRORISM",Congressional Hearings,CHRG-109hhrg21207,12-May-05,House of Representatives,General,NA,NA
,,,,,,6386,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - ENERGY TAX INCENTIVES DRIVING THE GREEN JOB ECONOMY",Congressional Hearings,CHRG-111hhrg63079,14-Apr-10,House of Representatives,General,867599,Y 4.W 36:111-47
,,,,,,12969,Congressional Committee Materials,S. Hrg. 108,108th,S. HRG. 108 - DEPARTMENT OF DEFENSE APPROPRIATIONS FOR FISCAL YEAR 2005,Congressional Hearings,CHRG-108shrg2910479,3-Mar-04,Senate,Appropriation,NA,Y 4.AP 6/2
,,,,,,12330,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - SCIENTIFIC AND TECHNICAL ADVICE FOR THE U.S. CONGRESS",Congressional Hearings,CHRG-109hhrg28757,25-Jul-06,House of Representatives,General,NA,Y 4.SCI 2
,,,,,,22181,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - [H.A.S.C. NO. 112-128] WHAT IS THE PRICE OF ENERGY SECURITY: FROM BATTLEFIELDS TO BASES",Congressional Hearings,CHRG-112hhrg73800,29-Mar-12,House of Representatives,General,880947,Y 4.AR 5/2 A:2011-2012/128
,,,,,,22045,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2013",Congressional Hearings,CHRG-112hhrg75360,17-Jul-18,House of Representatives,Appropriation,NA,Y 4.AP 6/1
,,,,,,5275,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - COMMUNITY AND CONSUMER ADVOCATES' PERSPECTIVES ON THE OBAMA ADMINISTRATION'S FINANCIAL REGULATORY REFORM PROPOSALS",Congressional Hearings,CHRG-111hhrg53241,16-Jul-09,House of Representatives,General,NA,Y 4.F 49/20
,,,,,,9500,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - NATIONAL LEVEE SAFETY AND DAM SAFETY PROGRAMS",Congressional Hearings,CHRG-110hhrg35920,8-May-07,House of Representatives,General,NA,Y 4.T 68/2
,,,,,,23821,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - PHYSICIAN ORGANIZATION EFFORTS TO PROMOTE HIGH QUALITY CARE AND IMPLICATIONS FOR MEDICARE PHYSICIAN PAYMENT REFORM",Congressional Hearings,CHRG-112hhrg80505,24-Jul-12,House of Representatives,General,915624,Y 4.W 36:112-HL 13
,,,,,,8229,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - HOW NCLB AFFECTS STUDENTS WITH DISABILITIES",Congressional Hearings,CHRG-110hhrg34174,29-Mar-07,House of Representatives,General,NA,Y 4.ED 8/1
,,,,,,15022,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - CONSTITUTION RESTORATION ACT OF 2004",Congressional Hearings,CHRG-108hhrg95803,13-Sep-04,House of Representatives,General,NA,Y 4.J 89/1
,,,,,,12312,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - THE INVESTIGATION OF THE WORLD TRADE CENTER COLLAPSE: FINDINGS, RECOMMENDATIONS, AND NEXT STEPS",Congressional Hearings,CHRG-109hhrg24133,26-Oct-05,House of Representatives,General,NA,Y 4.SCI 2
,,,,,,25166,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - [H.A.S.C. NO. 111-7 ] STRATEGIES FOR COUNTERING VIOLENT EXTREMIST IDEOLOGIES",Congressional Hearings,CHRG-111hhrg55050,12-Feb-09,House of Representatives,General,721690,Y 4.AR 5/2 A:2009-2010/7
,,,,,,7675,Congressional Committee Materials,S. Hrg. 111-458,111th,S. HRG. 111-458 - PROHIBITING PRICE FIXING AND OTHER ANTICOMPETITIVE CONDUCT IN THE HEALTH INSURANCE INDUSTRY,Congressional Hearings,CHRG-111shrg56683,14-Oct-09,Senate,General,718153,Y 4.J 89/2:S.HRG.111-458
,,,,,,12709,Congressional Committee Materials,S. Hrg. 109-337,109th,S. HRG. 109-337 - REVIEW THE REAUTHORIZATION OF THE UNITED STATES GRAIN STANDARDS ACT,Congressional Hearings,CHRG-109shrg22720,25-May-05,Senate,Authorization,NA,Y 4.AG 8/3
,,,,,,23320,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - A REVIEW OF NASA'S EXPLORATION PROGRAM IN TRANSITION: ISSUES FOR CONGRESS AND INDUSTRY",Congressional Hearings,CHRG-112hhrg65305,30-Mar-11,House of Representatives,General,864719,Y 4.SCI 2:112-8
,,,,,,23376,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - TO OBSERVE AND PROTECT: HOW NOAA PROCURES DATA FOR WEATHER FORECASTING",Congressional Hearings,CHRG-112hhrg73606,28-Mar-12,House of Representatives,General,892751,Y 4.SCI 2:112-73
,,,,,,5273,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - BANKING INDUSTRY PERSPECTIVES ON THE OBAMA ADMINISTRATION'S FINANCIAL REGULATORY REFORM PROPOSALS",Congressional Hearings,CHRG-111hhrg53238,15-Jul-09,House of Representatives,General,NA,Y 4.F 49/20
,,,,,,8563,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - EXAMINING THE ADMINISTRATION'S PROPOSAL TO ESTABLISH A MULTILATERAL CLEAN TECHNOLOGY FUND",Congressional Hearings,CHRG-110hhrg44182,5-Jun-08,House of Representatives,General,NA,Y 4.F 49/20
,,,,,,14383,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - STRATEGIC PLANNING, RESOURCE ALLOCATION AND CRISIS MANAGEMENT--IS THE SEC READY?",Congressional Hearings,CHRG-108hhrg95221,20-Apr-04,House of Representatives,General,NA,Y 4.G 74/7
,,,,,,6288,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - ENERGY EFFICIENCY AT THE U.S. DEPARTMENT OF VETERANS AFFAIRS",Congressional Hearings,CHRG-111hhrg53431,30-Sep-09,House of Representatives,General,699635,Y 4.V 64/3:111-46
,,,,,,15153,Congressional Committee Materials,S. Hrg. 108-234,108th,S. HRG. 108-234 - IMPROVING NUTRITION AND HEALTH THROUGH LIFESTYLE MODIFICATIONS,Congressional Hearings,CHRG-108shrg85831,17-Feb-03,Senate,General,NA,Y 4.AP 6/2
,,,,,,22911,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - BUILDING ONE DHS: WHY CAN'T MANAGEMENT INFORMATION BE INTEGRATED?",Congressional Hearings,CHRG-112hhrg76599,1-Mar-12,House of Representatives,General,892303,Y 4.H 75:112-72
,,,,,,22691,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - AXIS OF ABUSE: U.S. HUMAN RIGHTS POLICY TOWARD IRAN AND SYRIA, PART 1",Congressional Hearings,CHRG-112hhrg67602,27-Jul-11,House of Representatives,General,853371,Y 4.F 76/1:112-61
,,,,,,6749,Congressional Committee Materials,S. Hrg. 111-1011,111th,S. HRG. 111-1011 - REVIEW OF THE USE OF DISPERSANTS IN RESPONSE TO THE DEEPWATER HORIZON OIL SPILL,Congressional Hearings,CHRG-111shrg63179,15-Jul-10,Senate,General,827413,Y 4.AP 6/2:S.HRG.111-1011
,,,,,,13092,Congressional Committee Materials,S. Hrg. 109-1135,109th,"S. HRG. 109-1135 - NOMINATIONS TO THE DEPARTMENT OF COMMERCE, DEPARTMENT OF HOMELAND SECURITY, U.S. MARITIME ADMINISTRATION, SURFACE TRANSPORTATION BOARD, AND NATIONAL TRANSPORTATION SAFETY BOARD",Congressional Hearings,CHRG-109shrg66490,27-Jul-06,Senate,Nomination,823431,Y 4.C 73/7:S.HRG.109-1135
,,,,,,25417,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - H.R. 413, PUBLIC SAFETY EMPLOYER-EMPLOYEE COOPERATION ACT OF 2009",Congressional Hearings,CHRG-111hhrg55182,10-Mar-10,House of Representatives,General,746970,NA
,,,,,,25134,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2011",Congressional Hearings,CHRG-111hhrg56647,"February 24, 2010February 25, 2010March 10, 2010March 17, 2010April 13, 2010",House of Representatives,Appropriation,NA,Y 4.AP 6/1
,,,,,,14082,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - THE SECTION 8 PROGRAM",Congressional Hearings,CHRG-108hhrg92234,29-Jul-03,House of Representatives,Field,NA,Y 4.F 49/20
,,,,,,10741,Congressional Committee Materials,S. Hrg. 110-641,110th,S. HRG. 110-641 - THE UNITED STATES AND VIETNAM: EXAMINING THE BILATERAL RELATIONSHIP,Congressional Hearings,CHRG-110shrg45703,12-Mar-08,Senate,General,NA,Y 4.F 76/2
,,,,,,13265,Congressional Committee Materials,NA,108th,"HOUSE HEARING, 108TH CONGRESS - USE AND MISUSE OF SOCIAL SECURITY NUMBERS",Congressional Hearings,CHRG-108hhrg93570,10-Jul-03,House of Representatives,General,NA,Y 4.W 36
,,,,,,11861,Congressional Committee Materials,NA,109th,"HOUSE HEARING, 109TH CONGRESS - THE CRITICAL ROLE OF THE NATIONAL GUARD AT HOME AND ABROAD",Congressional Hearings,CHRG-109hhrg24714,20-Oct-05,House of Representatives,General,NA,Y 4.G 74/7
,,,,,,6153,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - SUBCOMMITTEE ON CONTRACTING AND TECHNOLOGY HEARING ON HELPING SMALL BUSINESS INNOVATORS THROUGH THE RESEARCH AND EXPERIMENTATION TAX CREDIT",Congressional Hearings,CHRG-111hhrg50947,9-Jul-09,House of Representatives,General,NA,Y 4.SM 1
,,,,,,13457,Congressional Committee Materials,S. Hrg. 109-741,109th,S. HRG. 109-741 - S. 3128: THE NATIONAL UNIFORMITY FOR FOOD ACT,Congressional Hearings,CHRG-109shrg29373,27-Jul-06,Senate,General,NA,Y 4.L 11/4
,,,,,,24750,Congressional Committee Materials,S. Hrg. 112-32,112th,"S. HRG. 112-32 - S. 546, THE LITTLE SHELL TRIBE OF CHIPPEWA INDIANS RESTORATION ACT OF 2011; S. 636, A BILL TO PROVIDE THE QUILEUTE INDIAN TRIBE TSUNAMI AND FLOOD PROTECTION, AND FOR OTHER PURPOSES; AND S. 703, THE HELPING EXPEDITE AND ADVANCE RESPONSIBLE TRIBAL HOMEOWNERSHIP ACT OF 2011",Congressional Hearings,CHRG-112shrg66350,14-Apr-11,Senate,General,833919,Y 4.IN 2/11:S.HRG.112-32
,,,,,,6271,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - ADDRESSING THE BACKLOG: CAN THE U.S. DEPARTMENT OF VETERANS AFFAIRS MANAGE ONE MILLION CLAIMS?",Congressional Hearings,CHRG-111hhrg51869,18-Jun-09,House of Representatives,General,NA,Y 4.V 64/3
,,,,,,7012,Congressional Committee Materials,S. Hrg. 111-992,111th,"S. HRG. 111-992 - EXAMINING S. 3302, THE MOTOR VEHICLE SAFETY ACT OF 2010",Congressional Hearings,CHRG-111shrg66783,19-May-10,Senate,General,825801,Y 4.C 73/7:S.HRG.111-992
,,,,,,9322,Congressional Committee Materials,NA,110th,"HOUSE HEARING, 110TH CONGRESS - AMENDING EXECUTIVE ORDER 12866: GOOD GOVERNANCE OR REGULATORY USURPATION? PART I AND PART II",Congressional Hearings,CHRG-110hhrg33105,"February 13, 2007April 26, 2007",House of Representatives,General,NA,Y 4.SCI 2
,,,,,,24372,Congressional Committee Materials,S. Hrg. 112-844,112th,"S. HRG. 112-844 - FIVE YEARS OF THE AMERICA COMPETES ACT: PROGRESS, CHALLENGES, AND NEXT STEPS",Congressional Hearings,CHRG-112shrg86419,19-Sep-12,Senate,General,920371,Y 4.C 73/7:S.HRG.112-844
,,,,,,23302,Congressional Committee Materials,NA,112th,"HOUSE HEARING, 112TH CONGRESS - THE JOBS ACT: IMPORTANCE OF PROMPT IMPLEMENTATION FOR ENTREPRENEURS, CAPITAL FORMATION, AND JOB CREATION",Congressional Hearings,CHRG-112hhrg76347,13-Sep-12,House of Representatives,General,883448,Y 4.G 74/7:112-182
,,,,,,5234,Congressional Committee Materials,NA,111th,"HOUSE HEARING, 111TH CONGRESS - EXPLORING THE BALANCE BETWEEN INCREASED CREDIT AVAILABILITY AND PRUDENT LENDING STANDARDS",Congressional Hearings,CHRG-111hhrg48874,25-Mar-09,House of Representatives,General,NA,Y 4.F 49/20
