Agcy Name,Org Name,Pborg Seq,Pborg Seq Managed By,Org Order,Location,Title,Name of Incumbent,Type of Appt,Pay Plan,Pay,Tenure,Expires,Pb Order
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"East Lansing, MI",State Director - Michigan,James J. Turner ,SC,GS,15, ,,300
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"St. Paul, MN",State Director - Minnesota,Mary Colleen Landkamer ,SC,GS,15, ,,305
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Jackson, MS",State Director - Mississippi,Trina N George ,SC,GS,5, ,,310
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Columbia, MO",State Director - Missouri,Anita J. Dunning ,SC,GS,15, ,,315
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Lincoln, NE",State Director - Nebraska,Maxine B. Moul ,SC,GS,15, ,,320
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Albuquerque, NM",State Director - New Mexico,Terrence Jules Brunner ,SC,GS,15, ,,325
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Mt Holly, NJ",State Director - New Jersey,Howard Henderson ,SC,GS,15, ,,330
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Raleigh, NC",State Director - North Carolina,Randall A. Gore ,SC,GS,15, ,,335
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Bismarck, ND",State Director - North Dakota,Ryan M. Taylor ,SC,GS,15, ,,340
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Columbus, OH",State Director - Ohio,John Anthony Logan ,SC,GS,15, ,,345
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Stillwater, OK",State Director - Oklahoma,David Ryan McMullen ,SC,GS,15, ,,350
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Portland, OR",State Director - Oregon,Vicki Lynn Walker ,SC,GS,15, ,,355
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Carson City, NV",State Director - Nevada,Sarah Jose Mersereau Adler ,SC,GS,15, ,,360
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Hato Rey, Puerto Rico",State Director - Puerto Rico,Jose A. Otero ,SC,GS,15, ,,365
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Harrisburg, PA",State Director - Pennsylvania,Thomas Percy Williams ,SC,GS,15, ,,370
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Nashville, TN",State Director - Tennessee,Bobby M. Goode ,SC,GS,15, ,,375
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Temple, TX",State Director - Texas,Francisco Valentin Jr.,SC,GS,15, ,,380
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Salt Lake City, UT",State Director - Utah,Wilson David Conine ,SC,GS,15, ,,385
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Richmond, VA",State Director - Virginia,Basil I. Gooden ,SC,GS,15, ,,390
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Stevens Point, WI",State Director - Wisconsin,Stanley Gruszynski ,SC,GS,15, ,,395
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Casper, WY",State Director - Wyoming,Constance Baker-Wolfe ,SC,GS,15, ,,400
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Morgantown, WV",State Director - West Virginia,Robert D. Lewis ,SC,GS,15, ,,405
DEPARTMENT OF AGRICULTURE,Rural Housing Service,40211,39935,200,"Olympia, WA",State Director - Washington,Mario M. Villanueva ,SC,GS,15, ,,410
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FOR MARKETING AND REGULATORY PROGRAMS,39938,39928,210,"Washington, DC",Under Secretary for Marketing and Regulatory Programs,Edward M. Avalos ,PAS,EX,IV, ,,5
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FOR MARKETING AND REGULATORY PROGRAMS,39938,39928,210,"Washington, DC",Deputy Under Secretary for Marketing and Regulatory Programs,Elvis Cordova ,NA,ES,, ,,10
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FOR MARKETING AND REGULATORY PROGRAMS,39938,39928,210,"Washington, DC",Deputy Under Secretary for Marketing and Regulatory Programs,Vacant,,ES,, ,,15
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FOR MARKETING AND REGULATORY PROGRAMS,39938,39928,210,"Washington, DC",Chief of Staff,Vacant,,ES,, ,,20
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FOR MARKETING AND REGULATORY PROGRAMS,39938,39928,210,"Washington, DC",Chief of Staff,David Howard ,SC,GS,14, ,,125
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FOR MARKETING AND REGULATORY PROGRAMS,39938,39928,210,"Washington, DC",Confidential Assistant,Jayme Alexandra Holliday ,SC,GS,9, ,,130
DEPARTMENT OF AGRICULTURE,Agricultural Marketing Service,40213,39938,220,"Washington, DC","Administrator, Agricultural Marketing Service",Elanor Starmer ,NA,ES,, ,,40
DEPARTMENT OF AGRICULTURE,Agricultural Marketing Service,40213,39938,220,"Washington, DC",Associate Administrator,Vacant,,ES,, ,,45
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC","Deputy Administrator, Policy and Program Development",Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Ames, IA",Director National Veterinary Services Laboratories,Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC",Associate Deputy Administrator for International Services,Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC","Administrator, Animal and Plant Health Inspection Service",Career Incumbent,CA,ES,, ,,60
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC","Deputy Administrator, Veterinary Services",Career Incumbent,CA,ES,, ,,65
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC","Associate Deputy Administrator, Plant Protection and Quarantine",Vacant,,ES,, ,,70
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC","Associate Deputy Administrator, Regional Programs",Career Incumbent,CA,ES,, ,,75
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC","Deputy Administrator, Plant Protection and Quarantine",Career Incumbent,CA,ES,, ,,85
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC",Senior Invasive Species Coordinator,Career Incumbent,CA,ES,, ,,90
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC",Associate Administrator,Career Incumbent,CA,ES,, ,,95
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC","Assistant Deputy Administrator, Plant Protection and Quarantine",Career Incumbent,CA,ES,, ,,100
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC",Associate Administrator,Career Incumbent,CA,ES,, ,,105
DEPARTMENT OF AGRICULTURE,Animal Plant Health Inspection Service,40214,39938,240,"Washington, DC","Associate Deputy Administrator, International Services",Career Incumbent,CA,ES,, ,,110
DEPARTMENT OF AGRICULTURE,"Grain Inspection, Packers and Stockyards Administration",40217,39938,260,"Washington, DC",Administrator,Lawrence Mitchell ,NA,ES,, ,,5
DEPARTMENT OF AGRICULTURE,"Grain Inspection, Packers and Stockyards Administration",40217,39938,260,"Washington, DC","Deputy Administrator, Packers and Stockyards Programs",Susan B. Keith ,NA,ES,, ,,10
DEPARTMENT OF AGRICULTURE,"Grain Inspection, Packers and Stockyards Administration",40217,39938,260,"Washington, DC","Deputy Administrator, Packers and Stockyards",Vacant,,ES,, ,,15
DEPARTMENT OF AGRICULTURE,"Grain Inspection, Packers and Stockyards Administration",40217,39938,260,"Washington, DC","Deputy Administrator, Federal Grain Inspection Service",Career Incumbent,CA,ES,, ,,20
DEPARTMENT OF AGRICULTURE,"Grain Inspection, Packers and Stockyards Administration",40217,39938,260,"Kansas City, KS","Director, Technical Services Division",Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FOR FOOD SAFETY,39959,39928,270,"Washington, DC",Under Secretary for Food Safety,Vacant,PAS,EX,III, ,,5
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FOR FOOD SAFETY,39959,39928,270,"Washington, DC",Deputy Under Secretary for Food Safety,Brian Ronholm ,NA,ES,, ,,10
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FOR FOOD SAFETY,39959,39928,270,"Washington, DC",Chief of Staff,Vacant,,ES,, ,,15
DEPARTMENT OF AGRICULTURE,Food Safety and Inspection Service,40218,39959,280,"Washington, DC",Administrator,Vacant,,ES,, ,,20
DEPARTMENT OF AGRICULTURE,"OFFICE OF THE UNDER SECRETARY FOR FOOD, NUTRITION AND CONSUMER SERVICES",39942,39928,290,"Washington, DC",Under Secretary for Food Nutrition and Consumer Services,Kevin W. Concannon ,PAS,EX,IV, ,,10
DEPARTMENT OF AGRICULTURE,"OFFICE OF THE UNDER SECRETARY FOR FOOD, NUTRITION AND CONSUMER SERVICES",39942,39928,290,"Washington, DC","Deputy Under Secretary, Food, Nutrition and Consumer Services",Kathryn T. Wilson ,NA,ES,, ,,15
DEPARTMENT OF AGRICULTURE,"OFFICE OF THE UNDER SECRETARY FOR FOOD, NUTRITION AND CONSUMER SERVICES",39942,39928,290,"Washington, DC",Chief of Staff,Siva Kumar Chandran ,NA,ES,, ,,20
DEPARTMENT OF AGRICULTURE,"OFFICE OF THE UNDER SECRETARY FOR FOOD, NUTRITION AND CONSUMER SERVICES",39942,39928,290,"Washington, DC",Senior Advisor for SNAP Access,Vacant,,ES,, ,,75
DEPARTMENT OF AGRICULTURE,"OFFICE OF THE UNDER SECRETARY FOR FOOD, NUTRITION AND CONSUMER SERVICES",39942,39928,290,"Alexandria, VA",Program Manager,Vacant,,ES,, ,,80
DEPARTMENT OF AGRICULTURE,"OFFICE OF THE UNDER SECRETARY FOR FOOD, NUTRITION AND CONSUMER SERVICES",39942,39928,290,"Washington, DC",Associate Executive Director,Vacant,,ES,, ,,100
DEPARTMENT OF AGRICULTURE,"OFFICE OF THE UNDER SECRETARY FOR FOOD, NUTRITION AND CONSUMER SERVICES",39942,39928,290,"Washington, DC",Senior Advisor,Jerold Mande ,SC,GS,15, ,,
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Alexandria, VA","Administrator, Food and Nutrition Service",Audrey Rowe ,NA,ES,, ,,25
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Alexandria, VA",Deputy Administrator for Supplemental Nutrition and Safety Programs,Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Atlanta, GA","Regional Administrator, Atlanta, Georgia",Career Incumbent,CA,ES,, ,,35
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Robbinsville, NJ","Regional Administrator - Robbinsville, New Jersey",Career Incumbent,CA,ES,, ,,40
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"San Francisco, CA","Regional Administrator, San Francisco, California",Career Incumbent,CA,ES,, ,,45
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Dallas, TX","Regional Administrator, Dallas, Texas",Career Incumbent,CA,ES,, ,,50
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Chicago, IL","Regional Administrator (Chicago), Food and Nutrition Service",Career Incumbent,CA,ES,, ,,55
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Denver, CO","Regional Administrator (Denver), Food and Nutrition Service",Career Incumbent,CA,ES,, ,,60
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Boston, MA",Regional Administrator - Northeast Region,Vacant,,ES,, ,,65
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Alexandria, VA",Associate Administrator for Supplemental Nutrition Assistance Program,Career Incumbent,CA,ES,, ,,70
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Alexandria, VA",Chief Information Officer,Vacant,,ES,, ,,85
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Alexandria, VA","Deputy Administrator, Policy Support",Career Incumbent,CA,ES,, ,,90
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Alexandria, VA","Deputy Administrator, Child Nutrition Programs",Career Incumbent,CA,ES,, ,,95
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Alexandria, VA",Executive Director,Angela Marie Tagtow ,NA,ES,, ,,105
DEPARTMENT OF AGRICULTURE,Food and Nutrition Service,40219,39942,300,"Alexandria, VA",Chief of Staff,Stacey Yolanda Brayboy ,SC,GS,15, ,,110
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FARM AND FOREIGN AGRICULTURAL SERVICE,39948,39928,310,"Washington, DC",Under Secretary for Farm and Foreign Agricultural Services,Michael Thomas Scuse ,PAS,EX,III, ,,5
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FARM AND FOREIGN AGRICULTURAL SERVICE,39948,39928,310,"Washington, DC",Deputy Under Secretary for Farm and Foreign Agricultural Services,Lanon Baccam ,NA,ES,, ,,10
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FARM AND FOREIGN AGRICULTURAL SERVICE,39948,39928,310,"Washington, DC",Deputy Under Secretary for Farm and Foreign Agricultural Service,Jonathan Jay Cordone ,NA,ES,, ,,15
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FARM AND FOREIGN AGRICULTURAL SERVICE,39948,39928,310,"Washington, DC",Deputy Under Secretary for Farm and Foreign Agricultural Services,Alexis Taylor ,NA,ES,, ,,20
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FARM AND FOREIGN AGRICULTURAL SERVICE,39948,39928,310,"Washington, DC",Chief of Staff,Lesly W. McNitt ,NA,ES,, ,,115
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FARM AND FOREIGN AGRICULTURAL SERVICE,39948,39928,310,"Washington, DC",Senior Advisor,Benjamin Lyle Thomas ,SC,GS,15, ,,160
DEPARTMENT OF AGRICULTURE,OFFICE OF THE UNDER SECRETARY FARM AND FOREIGN AGRICULTURAL SERVICE,39948,39928,310,"Washington, DC",Deputy Chief of Staff,Jane D. Beard ,SC,GS,13, ,,170
DEPARTMENT OF AGRICULTURE,Foreign Agricultural Service,40220,39948,320,"Washington, DC","Administrator, Foreign Agricultural Service",Philip Karsting ,NA,ES,, ,,35
DEPARTMENT OF AGRICULTURE,Foreign Agricultural Service,40220,39948,320,"Washington, DC","Deputy Administrator, Agreements and Scientific Affairs",Robert D. Macke ,TA,ES,, ,07-24-18,60
DEPARTMENT OF AGRICULTURE,Foreign Agricultural Service,40220,39948,320,"Washington, DC",Deputy Administrator for Capacity Building,Career Incumbent,CA,ES,, ,,65
DEPARTMENT OF AGRICULTURE,Foreign Agricultural Service,40220,39948,320,"Washington, DC","Deputy Administrator, Trade Programs",Vacant,,ES,, ,,70
DEPARTMENT OF AGRICULTURE,Foreign Agricultural Service,40220,39948,320,"Washington, DC","Associate Administrator, Foreign Agricultural Service",Suzanne Palmieri ,NA,ES,, ,,85
DEPARTMENT OF AGRICULTURE,Foreign Agricultural Service,40220,39948,320,"Washington, DC",Special Assistant,Regina Marie Black ,SC,GS,11, ,,155
DEPARTMENT OF AGRICULTURE,Foreign Agricultural Service,40220,39948,320,"Washington, DC",Deputy Chief of Staff,Adam C. Healy ,SC,GS,15, ,,165
DEPARTMENT OF AGRICULTURE,Foreign Agricultural Service,40220,39948,320,"Washington, DC",Special Assistant,Yaesul Park ,SC,GS,11, ,,175
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC",Administrator,Valente Dolcini ,NA,ES,, ,,5
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC",Deputy Administrator for Farm Programs,Bradley M Pfaff ,NA,ES,, ,,10
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC",Deputy Administrator for Commodity Operations,Vacant,,ES,, ,,15
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC",Deputy Administrator for Field Operations,Greg Arlen Diephouse ,NA,ES,, ,,20
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC","Deputy Administrator, Management",Career Incumbent,CA,ES,, ,,25
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC",Associate Administrator for Operations and Management,Career Incumbent,CA,ES,, ,,30
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC",Associate Administrator,John Michael Schmidt ,NA,ES,, ,,35
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC","Director, Economic and Policy Analysis Staff",Career Incumbent,CA,ES,, ,,40
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC","Director, Production, Emergencies and Compliance Division",Vacant,,ES,, ,,45
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC","Director, Information Technology Services Division",Career Incumbent,CA,ES,, ,,50
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Washington, DC",Senior Advisor,Henry Todd Atkinson ,SC,GS,15, ,,55
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Amherst, MA",State Executive Director-Massachusetts,Jonathan Drake Niedzielski ,SC,GS,15, ,,60
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Tolland, CT",State Executive Director-Connecticut,Bryan Paul Hurlburt ,SC,GS,15, ,,65
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"New Mexico, NM",State Executive Director-New Mexico,Molly Manzanares ,SC,GS,15, ,,70
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Lakewood, CO",State Executive Director-Colorado,Leland Harris Swenson ,SC,GS,15, ,,75
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"College Station, TX",State Executive Director-Texas,Judith Ann Canales ,SC,GS,15, ,,80
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Gainesville, FL",State Executive Director-Florida,Richard emmet Dantzler ,SC,GS,15, ,,85
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Bozeman, MT",State Executive Director-Montana,Bruce E. Nelson ,SC,GS,15, ,,90
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Annapolis, MD",State Executive Director-Maryland,Linda Dianne Slacum ,SC,GS,15, ,,95
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Montgomery, AL",State Executive Director - Alabama,Daniel Robinson ,SC,GS,15, ,,100
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Palmer, AK",State Executive Director - Alaska,Daniel Consenstein ,SC,GS,15, ,,105
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Phoenix, AZ",State Executive Director - Arizona,Gloria Montano-Greene ,SC,GS,15, ,,110
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Little Rock, AR",State Executive Director - Arkansas,Linda R. Newkirk ,SC,GS,15, ,,115
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Davis, CA",State Executive Director - California,Oscar Gonzales Jr.,SC,GS,15, ,,120
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Dover, DE",State Executive Director - Delaware,Robert Walls ,SC,GS,15, ,,125
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Honolulu, HI",State Executive Director - Hawaii,Diane Lynn Ley ,SC,GS,15, ,,130
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Springfield, IL",State Executive Director - Illinois,Sherrie V Giamanco ,SC,GS,15, ,,135
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Indianapolis, IN",State Executive Director - Indiana,Julia Ann Wickard ,SC,GS,15, ,,140
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Des Moines, IA",State Executive Director - Iowa,John Richard Whitaker ,SC,GS,15, ,,145
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Manhattan, KS",State Executive Director - Kansas,Adrian Polansky ,SC,GS,15, ,,150
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Lexington, KY",State Executive Director - Kentucky,John W McCauley ,SC,GS,15, ,,155
DEPARTMENT OF AGRICULTURE,Farm Service Agency,40221,39948,330,"Jackson, MS",State Executive Director - Mississippi,Michael Ray Sullivan ,SC,GS,15, ,,160
